bmi,age,gender,activity_level,fitness_goal,workout_category,diet_category,fitness_level
21.4,55,0,3,2,2,0,2
17.6,34,1,1,0,0,1,1
29.3,43,0,2,1,1,2,1
26.9,21,1,4,2,1,2,2
24.7,30,0,1,3,1,1,0
20.5,43,1,3,0,2,0,2
22.6,45,1,3,4,0,0,2
21.1,31,1,1,2,1,3,1
26.3,34,0,4,0,2,4,2
24.2,16,0,0,1,1,2,0
23.5,30,0,0,3,2,1,0
25.5,45,0,3,2,1,1,2
16.1,41,1,4,3,2,1,2
26.2,41,1,3,0,2,0,2
25.8,35,1,0,1,1,2,0
28.7,35,1,3,1,2,1,2
21.2,27,0,1,0,3,0,0
22.9,43,1,1,3,2,1,1
24.7,40,0,4,1,1,3,2
24.2,40,1,0,1,4,1,0
23.8,28,1,4,0,2,0,2
21.3,15,1,4,2,1,2,2
23.9,48,0,0,3,2,0,0
25.8,29,0,2,3,0,4,1
19.8,24,1,2,3,0,1,1
24.3,43,1,3,2,1,1,1
27.3,30,1,2,0,2,1,1
25.7,47,0,1,3,1,0,1
24.4,42,0,4,0,2,0,2
24.2,43,0,3,3,2,0,2
25.2,18,1,4,3,1,1,2
22.7,49,0,0,3,2,0,0
32.2,38,1,2,0,2,0,1
24.1,30,0,0,4,1,2,0
25.4,36,1,3,3,1,1,2
23.0,15,1,1,3,1,0,1
29.1,39,0,2,0,2,4,1
20.7,22,1,0,1,4,1,0
26.0,18,1,2,0,0,1,1
22.7,16,1,4,1,4,3,2
28.7,48,0,1,2,1,3,0
24.3,27,1,2,4,1,2,1
26.6,53,0,1,0,0,0,1
27.9,28,0,4,2,1,3,2
21.6,15,1,4,0,2,0,2
33.1,21,0,0,1,1,1,0
22.4,49,1,3,4,1,3,2
29.7,33,0,0,3,2,0,0
26.0,28,1,1,2,1,3,1
26.8,36,0,0,0,4,1,0
25.2,41,1,2,1,1,1,1
24.7,48,1,0,0,0,2,0
23.5,52,1,3,1,1,3,2
22.6,30,1,3,0,2,0,2
24.1,19,0,1,3,1,1,1
32.1,30,0,4,0,2,0,2
27.4,38,1,3,0,2,4,2
36.7,23,0,1,3,1,2,0
20.4,23,1,3,4,0,2,2
19.4,39,1,3,4,4,3,2
25.7,34,0,4,3,1,2,2
25.0,35,0,2,0,2,3,1
23.9,25,1,1,0,0,0,1
21.2,32,0,3,4,2,4,2
33.0,23,1,3,4,4,1,1
22.0,45,0,0,2,1,1,0
35.8,47,0,2,1,0,2,1
21.7,15,0,4,0,1,1,2
22.0,23,0,1,4,2,2,1
25.9,17,0,3,0,3,0,2
28.4,27,1,1,3,2,1,0
32.2,33,0,4,4,2,1,2
23.6,17,0,2,3,4,4,1
21.9,23,1,0,0,0,0,0
21.4,22,1,2,0,3,0,1
28.8,37,1,0,0,0,0,0
19.1,35,0,1,3,2,1,0
30.6,26,0,2,2,1,1,1
24.2,37,1,2,0,0,0,1
19.1,28,1,2,0,2,0,1
32.0,31,1,4,0,2,1,2
32.0,55,1,1,4,2,2,0
21.3,51,0,0,3,2,1,0
23.6,19,0,2,1,1,1,1
22.3,44,0,1,4,4,0,1
27.7,44,0,4,3,2,4,2
22.7,21,0,4,3,2,1,2
22.2,44,1,1,3,0,4,1
23.7,53,0,0,3,1,4,0
24.9,21,1,1,0,0,4,1
23.3,23,1,1,2,1,1,0
19.3,47,1,3,3,2,0,2
21.4,38,0,4,0,4,1,2
25.0,41,1,0,0,1,1,0
26.5,39,0,3,0,0,0,2
24.8,39,1,1,0,3,4,1
25.0,19,0,4,0,1,1,2
28.4,47,1,3,2,1,1,1
31.3,49,0,3,0,2,1,2
21.1,32,1,0,0,3,2,0
33.9,34,1,1,4,0,1,0
33.5,16,1,0,3,1,0,0
22.5,41,1,3,0,0,0,2
27.7,41,0,3,1,1,1,1
25.4,34,0,0,3,1,1,0
17.9,48,0,3,3,1,0,2
23.9,30,1,2,0,1,4,1
20.0,41,1,4,4,1,2,2
23.4,22,1,1,3,2,0,0
20.7,34,1,4,4,0,4,2
28.9,32,1,1,0,3,0,1
22.0,37,1,3,0,2,0,2
20.6,30,0,0,1,0,3,0
29.6,33,0,0,0,0,0,0
28.3,44,0,3,0,2,0,2
23.9,29,0,1,0,3,0,0
20.2,15,0,3,3,2,1,2
29.3,55,0,1,0,0,0,0
22.0,51,0,3,0,1,0,2
19.7,19,0,3,4,0,1,2
28.7,43,1,3,0,1,1,2
29.3,28,1,0,2,4,3,0
22.9,38,1,1,2,1,1,1
26.3,38,1,3,4,1,2,2
22.2,32,1,4,4,0,3,2
25.1,25,1,4,2,1,3,2
28.3,26,1,0,4,4,0,0
26.4,24,0,2,2,0,1,1
26.2,25,0,0,3,2,2,0
22.5,34,1,2,0,3,0,1
24.9,26,0,0,2,1,1,1
19.9,43,0,4,2,2,1,2
36.7,52,0,3,2,1,1,1
29.4,28,0,1,3,4,0,0
30.3,37,0,3,0,2,1,1
27.2,40,1,4,1,1,3,2
17.9,40,0,1,3,2,2,0
20.6,35,1,2,0,2,4,1
22.2,43,1,2,1,1,1,1
20.0,40,1,4,3,0,1,2
24.7,20,0,1,4,3,3,1
24.3,45,1,3,0,0,0,2
22.2,45,1,4,2,1,1,2
21.6,25,1,2,0,3,1,1
20.9,35,1,4,1,3,1,2
25.3,43,0,3,0,1,0,2
26.9,32,1,0,2,1,2,0
18.5,47,1,0,3,2,1,0
24.2,63,1,3,0,2,0,2
25.7,25,1,1,3,1,1,1
24.5,18,0,4,2,1,2,2
24.1,38,1,3,0,1,0,2
21.9,43,1,0,2,1,3,0
26.1,32,1,2,1,1,2,1
30.1,52,1,3,0,3,2,2
22.9,18,1,3,3,1,0,2
23.6,43,1,3,3,2,4,2
23.5,27,0,0,3,1,1,0
30.8,55,1,0,1,2,1,0
30.7,58,0,3,0,2,1,2
26.2,25,0,3,3,1,2,2
22.0,28,1,1,1,1,3,1
16.1,45,0,2,3,0,1,1
22.8,30,1,4,3,0,4,2
32.9,34,0,4,3,1,1,2
20.3,35,1,4,1,3,2,2
19.4,15,0,0,4,4,0,0
24.7,34,0,0,3,2,1,0
21.3,26,1,1,2,1,4,1
25.6,29,0,0,3,1,2,0
16.9,52,0,3,0,1,0,2
26.0,19,0,2,1,2,3,2
19.9,44,0,2,4,3,2,1
34.9,31,0,2,0,1,1,1
21.4,31,1,2,2,1,1,1
22.8,44,0,4,2,1,3,2
20.2,39,0,4,1,4,1,2
21.4,41,1,3,2,1,3,2
21.5,46,1,1,4,1,0,1
21.4,31,1,0,0,0,0,0
16.2,27,0,0,3,1,2,0
22.0,21,0,4,3,4,2,2
18.7,25,0,2,2,1,1,1
20.7,70,0,3,0,2,1,2
32.1,49,1,1,2,1,1,0
25.8,18,1,4,4,2,2,2
19.6,19,0,3,1,1,1,2
27.4,40,0,3,2,1,4,1
36.0,41,0,4,4,4,4,2
24.1,41,0,3,3,0,3,2
20.9,31,1,2,3,0,4,1
23.0,33,1,3,4,0,2,2
23.3,38,0,1,0,0,1,0
26.9,36,1,3,3,0,2,2
26.1,15,0,0,2,4,2,0
21.9,32,0,3,1,2,1,2
27.6,24,1,4,2,1,1,2
22.9,37,0,0,0,2,4,0
19.7,70,1,4,1,1,1,2
29.3,39,0,1,0,1,2,0
23.2,31,1,2,0,0,0,1
19.3,46,0,1,1,1,1,1
23.3,40,1,0,3,3,1,0
22.6,40,0,2,0,2,0,1
21.2,42,0,3,2,1,4,2
21.2,59,1,0,3,3,4,0
26.5,21,0,2,0,0,4,0
29.8,40,1,4,4,4,1,2
20.7,23,1,2,4,1,2,1
30.1,41,0,4,0,1,0,2
29.8,23,0,4,4,1,3,2
33.6,29,0,2,3,2,3,1
22.9,31,0,1,0,0,0,1
34.9,46,1,1,3,2,3,0
24.9,46,0,4,3,0,0,2
31.9,20,0,0,2,1,0,0
24.7,35,0,2,3,1,0,1
20.6,26,1,0,0,0,3,0
22.1,19,0,1,4,1,2,1
18.1,32,1,0,4,4,1,0
22.8,31,0,3,3,3,2,2
32.4,64,1,3,0,1,4,2
19.3,40,0,1,2,1,1,1
21.5,18,0,0,3,2,4,0
23.3,28,1,2,4,2,1,2
18.6,47,0,1,4,4,3,1
18.4,60,0,3,4,1,2,2
28.0,15,0,1,2,4,2,1
20.1,15,1,0,4,4,2,0
23.1,57,0,0,0,2,0,0
19.6,39,1,0,1,1,2,0
18.9,24,1,4,0,3,0,2
20.9,41,1,0,4,4,1,0
30.1,15,0,3,4,3,0,1
34.6,35,1,3,0,2,0,1
25.6,38,1,4,1,1,2,2
20.2,46,0,3,4,1,2,2
24.9,22,1,3,2,2,1,2
19.7,36,1,1,2,2,2,0
23.4,23,0,0,2,1,1,0
21.8,38,0,1,3,0,4,1
20.7,24,1,1,4,4,2,1
22.7,30,0,3,1,2,2,1
20.0,23,0,2,0,2,0,1
27.8,42,0,0,0,4,3,0
26.5,45,1,2,0,2,0,1
23.6,32,1,3,2,1,1,2
30.3,35,0,4,4,2,4,2
30.7,17,1,1,3,0,0,0
23.5,31,0,3,4,2,2,2
15.0,34,0,3,4,1,2,2
28.8,66,0,2,2,1,1,2
19.0,21,0,4,2,0,3,2
16.8,52,0,1,2,1,0,0
29.7,46,1,4,0,1,0,2
23.1,38,1,4,2,1,1,2
22.5,56,1,4,2,2,2,2
34.1,39,1,0,2,1,1,0
22.1,39,0,4,2,1,1,2
21.9,34,0,3,1,1,1,2
30.3,49,1,0,2,2,1,0
30.6,48,1,0,1,1,2,0
18.6,27,0,4,0,2,0,2
20.4,19,0,3,3,1,2,2
21.2,32,0,1,1,4,2,0
36.1,25,1,4,4,1,2,2
29.5,34,0,0,0,0,2,0
26.2,49,0,1,2,1,3,1
15.6,29,1,1,2,2,1,0
19.7,34,1,0,0,0,0,0
33.1,35,1,1,2,1,3,1
21.9,45,0,3,3,2,0,1
23.8,15,0,3,1,1,2,1
19.2,27,1,4,0,0,1,2
27.5,37,0,4,2,1,2,2
26.9,49,0,1,0,3,0,1
18.7,29,0,0,3,2,3,0
32.3,15,1,3,3,2,4,1
22.7,42,1,2,0,4,0,1
20.5,27,0,4,2,2,3,2
33.6,20,0,3,2,4,1,2
30.1,27,0,1,2,1,2,0
20.6,32,0,3,1,2,2,2
19.1,27,1,3,2,1,1,2
28.6,15,1,1,0,3,1,1
22.8,45,0,4,0,1,0,2
30.6,50,0,4,2,2,2,2
24.8,42,1,2,0,2,0,1
21.9,21,0,2,0,1,0,1
21.3,32,1,4,1,1,3,2
36.6,34,0,4,0,2,0,2
22.1,42,1,4,0,2,0,2
25.6,43,0,4,0,3,1,2
18.5,26,0,3,0,2,4,2
25.9,35,1,2,3,0,0,1
22.2,40,1,1,0,0,2,0
32.4,52,0,0,3,0,0,0
23.5,43,0,1,1,2,2,1
26.2,44,1,0,3,0,1,0
37.3,36,1,3,0,4,0,2
31.1,51,0,2,4,1,2,1
18.5,39,0,0,3,2,1,0
19.1,24,1,4,0,0,0,2
22.5,51,1,3,0,2,0,2
20.8,43,1,0,2,1,1,0
19.2,29,1,4,4,4,4,2
29.6,29,1,3,2,1,1,1
28.5,38,0,0,2,0,2,0
17.9,40,0,4,0,3,1,2
22.8,37,1,2,1,4,1,1
22.0,38,0,3,0,4,1,2
28.2,55,0,0,1,2,2,0
29.4,47,1,4,0,2,2,2
20.9,37,0,2,0,2,0,1
27.3,46,0,4,3,1,4,2
32.0,22,0,2,3,4,0,0
33.3,39,1,0,1,1,2,0
20.2,56,1,4,4,2,2,2
25.2,32,0,4,0,2,4,2
22.2,24,0,1,1,4,2,1
29.8,27,0,3,3,1,0,2
23.2,21,0,4,3,1,2,2
22.7,25,0,2,4,2,2,1
25.2,30,0,3,0,3,0,2
22.0,18,1,0,0,0,2,0
21.1,35,0,3,2,1,1,2
26.8,45,0,1,1,4,3,0
23.7,24,1,0,0,3,0,0
35.6,53,0,4,2,2,1,2
21.2,41,0,0,1,2,1,0
22.8,47,0,0,1,1,3,1
30.6,27,0,1,0,4,0,1
21.3,45,1,2,0,2,0,2
21.9,21,0,0,0,4,1,0
28.8,45,1,2,2,1,1,1
28.7,37,0,3,0,0,1,1
20.6,41,0,1,4,4,2,0
22.4,20,1,4,0,2,3,2
28.0,24,0,0,4,1,2,0
28.8,42,1,2,2,2,1,1
22.8,23,1,0,0,0,2,0
28.6,40,1,1,1,1,3,0
27.8,18,0,4,1,2,3,2
25.0,45,0,3,2,1,3,2
31.7,20,0,3,1,1,0,1
26.0,41,0,2,2,1,3,2
26.8,42,1,3,2,2,1,2
31.1,26,0,2,3,0,2,1
18.6,41,0,4,2,1,1,2
23.4,38,1,0,0,0,0,0
24.1,28,1,1,3,0,1,0
22.9,22,0,4,3,2,4,2
20.0,15,1,4,4,2,2,2
29.3,39,1,3,0,4,3,2
23.6,16,1,3,3,2,0,2
27.9,36,1,1,4,4,2,0
22.8,31,1,0,2,0,1,0
23.3,43,0,4,2,1,1,2
20.7,31,0,3,4,2,0,2
20.7,31,0,4,4,4,2,2
21.9,43,0,0,2,1,2,0
34.4,39,0,2,1,1,2,1
27.1,38,0,0,3,1,2,0
34.7,40,0,4,0,0,1,2
28.5,16,1,4,0,2,2,2
21.5,44,0,1,4,0,1,0
23.9,42,0,4,3,2,1,2
24.0,22,0,3,4,0,2,2
20.5,32,1,1,2,4,0,1
30.2,34,0,4,2,3,3,2
32.0,33,0,0,4,3,3,0
22.7,39,1,4,1,1,1,2
26.2,52,0,0,3,0,2,0
22.6,47,0,0,2,4,2,0
30.7,19,1,4,0,2,2,2
27.0,42,0,0,0,0,0,0
21.1,50,1,2,1,1,3,2
28.9,39,0,1,2,4,2,0
28.0,48,0,4,0,0,4,2
33.0,59,0,2,2,1,2,1
27.2,47,1,0,2,0,1,0
28.5,37,1,0,3,0,2,0
26.3,47,1,1,0,0,3,1
25.1,36,0,2,3,4,0,1
21.0,35,0,2,0,4,0,1
27.2,30,1,4,0,0,2,2
31.7,53,1,0,0,2,1,0
19.2,25,0,3,3,1,1,2
30.0,53,0,4,0,4,1,2
32.3,40,0,4,0,0,4,2
22.2,18,0,4,0,1,4,2
33.7,39,1,1,4,4,2,0
21.7,15,0,1,4,1,4,1
28.1,42,0,4,0,0,0,2
25.6,45,0,3,1,0,3,2
30.8,27,0,2,4,3,1,1
25.8,36,0,2,0,1,0,2
22.6,58,0,0,0,1,0,0
25.0,28,0,2,0,2,0,1
23.7,22,1,2,4,1,1,1
33.6,52,1,3,3,0,0,2
30.6,58,1,2,0,3,4,1
20.1,35,0,3,0,0,1,2
27.5,47,1,1,4,2,2,0
28.2,51,0,3,2,1,0,1
22.6,26,0,1,2,1,1,0
25.2,29,0,3,0,0,0,2
30.4,49,0,4,3,0,0,2
23.4,55,1,1,0,4,4,0
29.1,41,0,1,3,1,1,1
31.2,24,0,2,0,0,0,1
22.4,58,1,1,0,0,4,1
21.6,28,1,3,2,1,3,1
25.6,30,1,4,3,0,4,2
23.2,39,0,4,1,1,3,2
24.4,53,1,2,0,2,0,1
32.9,45,0,3,2,1,1,2
21.0,39,0,3,3,2,1,2
30.6,40,1,0,3,3,1,0
34.0,35,1,1,2,1,3,0
23.9,41,1,2,0,2,3,1
26.5,15,0,4,2,2,1,2
35.5,31,0,0,1,1,2,0
29.6,37,0,3,4,1,2,2
26.7,21,0,1,2,1,1,1
20.3,39,0,4,2,1,1,2
19.8,32,0,0,1,1,2,0
24.6,56,1,3,1,1,1,2
19.7,53,0,4,2,2,2,2
30.4,29,1,4,1,1,3,2
22.9,33,1,3,4,2,3,2
29.3,34,1,3,2,1,3,2
25.4,29,1,2,0,2,0,1
35.5,37,1,4,0,0,0,2
21.0,25,0,3,3,1,0,2
24.5,21,0,0,0,0,0,0
25.9,42,0,1,2,1,1,0
26.6,42,0,2,2,2,4,1
19.9,25,1,3,1,1,1,2
20.2,45,1,1,3,1,2,0
24.1,27,1,2,3,0,1,1
28.5,38,0,4,4,4,2,2
30.3,44,0,1,2,1,3,0
21.2,34,0,2,2,1,1,2
25.3,40,0,3,0,0,2,2
25.2,28,1,3,1,1,1,2
31.1,32,1,2,0,1,1,0
21.5,32,0,4,3,1,2,2
23.2,26,0,2,1,1,3,1
30.0,32,1,0,2,1,1,0
29.1,16,1,2,0,2,2,2
21.5,29,1,2,2,1,3,1
23.3,31,1,3,2,2,3,2
26.1,31,0,4,2,0,1,2
33.0,32,1,2,4,2,4,1
24.6,34,1,1,3,0,0,0
27.7,40,1,3,0,3,0,2
28.9,45,1,3,2,1,1,2
18.1,27,0,2,2,4,1,2
24.1,20,0,1,3,3,1,0
21.2,22,0,2,3,2,1,1
32.3,29,0,1,0,0,1,0
24.1,30,0,3,3,1,0,2
21.6,25,0,1,0,0,4,0
22.7,19,1,2,3,1,0,1
31.6,29,1,0,0,0,1,0
30.9,37,1,0,0,3,4,0
21.7,42,1,1,4,0,0,1
33.3,28,0,2,2,1,2,1
28.5,30,1,4,4,1,2,2
18.0,23,0,0,0,2,4,0
18.5,34,1,3,2,1,2,1
28.5,24,1,2,3,0,0,1
24.3,41,1,2,0,2,0,1
26.5,15,0,0,0,2,2,0
26.8,30,1,4,0,1,1,2
21.8,38,0,3,4,0,4,2
28.9,37,0,4,3,0,0,2
26.1,67,1,3,1,4,2,2
22.6,39,0,0,0,3,0,0
21.7,22,0,2,0,4,0,1
23.1,33,1,3,2,1,1,2
22.0,15,1,2,4,0,0,2
31.9,34,1,1,3,0,0,0
34.5,25,1,1,1,1,3,1
26.9,45,1,0,2,4,1,0
25.5,28,1,0,4,1,2,0
36.7,33,0,0,2,4,2,0
28.3,27,1,1,4,2,1,0
23.9,55,1,3,0,3,0,2
33.2,31,0,4,3,2,1,2
23.7,56,1,0,2,1,1,1
20.7,44,0,4,3,4,0,2
17.7,40,1,4,2,4,1,2
23.3,39,1,1,0,1,0,0
23.1,39,0,3,0,2,1,2
21.8,15,1,1,4,2,2,1
23.5,31,0,0,0,0,1,0
19.7,45,1,1,4,2,2,0
25.1,34,1,1,3,2,0,1
26.9,18,0,1,2,4,3,0
24.1,34,1,0,4,2,2,0
21.5,55,1,0,3,2,1,0
22.0,49,0,1,2,1,2,1
30.0,34,1,1,0,2,0,1
21.1,46,0,4,4,1,2,2
19.9,30,1,3,3,2,1,2
31.6,15,0,4,3,2,3,2
29.5,23,1,3,3,2,1,1
29.2,53,0,3,0,2,0,2
23.4,31,0,1,4,0,2,1
31.0,32,1,4,0,0,2,2
24.6,31,1,3,0,2,0,2
23.5,57,0,3,0,1,0,1
22.4,54,1,0,0,2,0,0
27.7,61,0,3,2,1,1,2
28.8,33,1,1,0,4,0,0
26.9,38,1,2,0,0,1,1
24.8,16,0,0,0,3,1,0
31.9,52,0,2,3,2,2,1
28.3,20,1,1,2,4,1,1
28.5,37,1,2,2,1,1,1
29.8,21,1,3,3,4,2,2
27.5,27,1,2,2,1,3,1
27.0,24,1,4,1,4,1,2
29.7,27,0,1,4,4,2,1
24.8,28,1,4,0,2,1,2
21.0,28,1,2,1,1,3,1
25.8,45,0,4,2,1,1,2
22.5,21,0,0,3,2,0,0
23.9,37,0,2,3,4,4,1
26.4,49,1,4,0,2,0,2
26.4,28,0,3,3,1,0,2
27.6,26,0,2,3,1,1,1
21.7,32,0,0,0,4,0,0
31.3,49,0,3,0,2,1,2
21.4,37,1,2,3,0,0,2
21.2,28,1,3,0,2,0,1
22.3,40,1,2,0,0,0,1
23.1,21,0,2,0,1,0,1
22.9,43,0,1,0,4,2,1
22.8,39,0,4,0,3,0,2
18.5,31,0,2,1,1,3,1
34.3,24,0,0,0,2,2,0
32.6,24,0,4,4,4,1,2
24.8,41,1,1,0,0,3,1
19.5,49,1,4,2,1,1,2
19.9,27,0,4,4,0,2,2
22.2,40,1,2,4,2,1,1
28.7,15,0,0,1,1,3,0
20.6,27,0,2,1,1,3,1
26.5,34,1,0,2,1,4,0
23.4,24,0,0,4,4,2,0
18.5,23,1,3,0,0,1,1
27.0,26,0,2,1,3,2,1
30.1,38,0,1,3,0,0,0
29.7,32,1,4,2,2,1,2
25.8,15,0,3,3,0,3,1
28.2,15,0,1,3,4,0,1
22.0,27,0,2,0,3,1,1
26.1,40,1,0,2,4,2,0
29.6,15,0,2,2,1,1,1
27.3,29,0,2,3,0,4,1
24.3,28,0,3,3,0,3,2
20.0,51,1,1,3,2,3,0
23.7,30,1,3,0,3,0,2
30.1,39,1,1,3,4,4,0
32.5,36,1,3,2,1,2,1
17.1,15,1,4,2,1,3,2
30.7,44,0,0,1,1,2,0
31.3,37,1,0,3,0,3,0
34.4,41,1,0,3,1,2,0
25.6,70,0,4,2,0,0,2
31.7,15,1,4,4,0,2,1
21.5,55,0,0,0,2,1,0
29.5,31,1,0,1,0,3,0
31.0,38,0,1,2,2,1,0
28.4,34,0,1,4,0,4,0
25.8,29,1,2,0,3,0,1
24.0,28,1,3,1,1,1,2
22.0,38,0,1,4,4,0,1
23.3,16,0,1,4,3,2,1
23.0,44,0,1,4,2,2,0
22.7,30,0,1,1,0,3,1
38.3,21,0,4,3,2,0,2
21.9,29,0,2,2,1,2,1
25.3,50,0,1,2,1,1,0
25.9,28,1,3,0,0,0,2
21.9,39,0,1,3,1,0,0
21.9,26,1,4,1,1,1,2
30.5,44,1,0,1,4,1,0
20.7,43,0,0,2,1,1,0
24.9,57,0,2,0,0,3,0
20.6,32,1,0,0,2,0,0
22.3,43,0,1,1,1,3,0
22.7,36,0,4,3,1,4,2
22.3,50,1,2,0,1,4,1
21.1,26,1,1,3,2,1,1
26.4,43,1,0,3,1,4,0
23.7,32,0,3,3,1,3,2
30.7,34,0,1,2,1,1,1
18.4,36,1,3,3,0,2,2
23.7,38,0,3,0,1,0,2
30.4,33,1,2,1,2,1,1
21.0,37,0,4,3,1,1,2
32.5,53,1,0,4,0,2,0
24.1,46,0,0,0,0,0,0
23.8,45,1,1,2,1,2,0
22.2,29,0,0,4,2,3,0
20.4,24,0,2,4,3,0,1
27.4,46,1,0,0,0,0,0
32.1,45,0,1,2,1,1,0
25.4,52,0,0,0,2,0,0
17.3,27,1,4,3,4,1,2
25.6,32,0,3,1,1,3,2
22.5,15,0,3,3,0,4,2
24.7,30,0,3,4,0,3,2
22.3,46,1,4,4,0,4,2
25.6,29,1,2,4,4,1,2
33.9,42,1,1,0,4,2,0
22.8,32,1,4,0,2,1,2
18.7,38,1,1,2,1,1,0
25.4,21,0,2,2,0,3,1
19.4,36,0,4,0,0,0,2
27.0,15,1,0,1,3,3,0
26.8,32,0,2,4,4,3,2
21.9,15,0,3,4,0,2,2
26.1,49,0,4,0,0,2,2
29.0,44,0,2,1,1,3,1
29.1,40,1,2,2,1,3,1
25.3,53,1,4,4,3,2,2
35.1,23,0,3,2,1,4,2
22.4,55,0,3,4,1,0,2
27.8,46,1,2,3,4,1,1
25.4,32,0,1,4,4,2,1
21.6,48,0,2,3,3,1,1
18.2,21,0,4,4,2,4,2
33.2,25,1,4,3,2,4,2
25.4,27,1,4,0,2,0,2
22.0,28,0,3,0,3,1,2
30.8,22,0,0,4,3,0,0
21.7,49,0,4,0,2,2,2
24.2,31,0,4,2,1,4,2
31.9,39,0,1,3,1,4,0
32.2,28,0,1,3,0,1,0
22.4,15,1,2,0,2,2,1
23.9,38,1,2,2,1,1,1
31.7,15,0,2,2,1,1,1
22.7,34,1,4,1,4,3,2
27.2,18,0,1,4,1,3,0
26.7,58,0,2,3,1,0,1
23.0,45,1,1,4,2,2,1
23.1,36,1,4,0,2,1,2
28.6,50,0,4,1,1,2,2
17.1,24,0,2,3,0,2,1
29.0,41,1,4,2,1,1,2
23.7,37,1,4,0,2,1,2
25.2,38,0,1,4,0,0,1
23.0,50,0,0,4,3,2,0
29.5,43,0,3,2,1,2,1
23.5,38,1,2,2,1,3,1
31.8,15,0,0,0,2,0,0
19.9,23,1,2,4,3,4,1
34.5,33,0,0,3,0,0,0
24.8,36,1,4,0,0,1,2
25.2,21,1,2,0,0,0,1
25.1,63,1,0,3,2,0,0
29.0,53,1,3,0,2,0,1
20.8,42,0,4,4,4,2,2
26.8,35,1,2,4,2,3,1
22.7,32,1,2,4,1,3,1
18.9,23,1,0,3,4,0,0
22.6,35,0,2,2,1,2,1
34.0,38,0,4,0,2,0,2
21.7,20,0,1,3,0,0,0
24.9,39,0,0,1,1,1,0
26.0,33,0,3,2,4,1,2
24.1,15,0,2,0,1,1,1
32.4,24,1,4,0,0,0,2
36.7,30,1,2,1,1,3,0
22.3,57,1,3,3,2,1,2
20.0,41,0,4,2,4,3,2
27.0,18,1,3,1,1,2,2
21.8,40,1,4,2,1,3,2
18.4,16,0,1,0,3,2,0
23.2,47,1,4,4,1,0,2
22.7,29,0,3,2,1,0,2
33.1,33,1,0,0,0,0,0
19.9,50,0,1,0,0,0,0
28.2,19,0,2,4,0,3,1
27.5,18,0,1,2,4,1,1
26.3,27,1,1,0,0,0,1
22.6,47,1,2,2,1,2,1
22.3,16,0,4,0,2,0,2
22.0,15,0,1,0,1,0,1
22.0,29,1,1,3,1,4,0
27.8,41,1,0,0,4,1,0
29.4,49,0,0,3,4,3,0
21.1,29,1,3,2,1,0,2
22.3,30,1,2,0,1,0,1
33.7,48,1,4,3,0,0,1
20.1,15,0,4,1,1,3,2
22.7,30,0,3,3,1,0,2
27.0,37,1,4,3,0,1,2
22.6,40,0,4,4,3,1,2
22.4,28,1,0,0,4,2,0
28.2,35,1,4,0,4,1,2
16.4,15,0,4,2,1,2,2
21.4,27,0,3,0,3,1,2
26.9,40,0,3,2,1,1,2
20.8,23,1,1,0,0,0,0
17.0,35,1,4,2,2,1,2
20.4,40,0,4,0,0,2,2
32.8,30,0,4,3,2,2,2
29.4,37,0,0,3,2,1,0
25.1,23,1,4,0,3,0,2
24.4,32,1,0,3,0,1,0
23.8,42,1,1,1,1,2,1
26.8,36,0,2,1,1,3,1
22.0,27,0,4,0,2,2,2
21.9,37,1,3,3,4,2,2
29.7,43,0,3,2,2,1,2
21.7,15,0,4,0,2,0,2
26.5,48,0,0,4,2,2,0
25.4,30,0,3,0,1,4,2
24.1,40,1,3,4,4,2,2
21.6,49,0,1,1,1,1,1
25.9,18,1,1,3,0,0,0
30.0,26,1,1,3,4,0,0
26.4,31,0,3,4,0,4,2
24.0,25,1,3,4,0,1,2
23.3,55,1,4,4,3,0,2
20.6,24,0,4,2,1,1,2
24.6,28,1,0,3,4,4,0
38.0,37,1,3,3,0,1,2
29.9,20,1,4,0,2,1,2
18.6,30,1,4,4,2,1,2
23.5,38,1,1,2,1,1,1
27.0,31,1,1,0,3,4,0
27.1,33,1,1,2,2,1,0
25.7,28,1,2,2,1,2,1
20.7,16,0,4,2,1,1,2
21.0,38,0,1,2,2,3,0
21.9,56,0,1,0,4,0,1
27.6,35,1,3,2,1,3,2
34.7,37,1,1,4,0,4,0
21.2,43,1,3,1,1,3,2
23.0,19,0,0,2,1,2,0
30.4,55,0,1,0,2,0,0
21.2,37,0,3,0,0,0,2
27.5,54,1,1,2,1,3,0
21.3,26,0,0,0,2,2,0
31.4,56,0,1,3,1,0,0
26.4,44,1,3,3,0,2,2
21.5,41,0,0,1,2,3,0
23.4,37,1,0,2,1,4,0
16.0,32,0,0,4,4,2,0
31.9,49,1,2,0,0,0,1
31.7,36,1,3,2,4,1,1
23.1,15,1,2,4,2,1,1
30.7,21,1,0,4,2,2,0
26.2,32,1,2,2,2,1,1
22.2,38,0,1,1,2,3,1
22.8,34,1,2,0,2,1,1
21.1,49,1,4,0,0,1,2
29.6,15,1,0,3,0,1,0
27.8,36,1,0,0,0,4,0
31.9,15,0,3,4,4,1,2
32.4,44,1,1,2,0,2,0
25.4,33,0,3,0,0,0,2
26.9,40,1,2,0,0,1,1
26.4,24,1,4,2,2,1,2
21.2,50,0,4,0,2,4,2
22.2,47,0,4,3,0,1,2
25.8,42,0,4,4,2,3,2
